Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
acus.gov,Federal - Executive,Administrative Conference of the United States,Administrative Conference of the United States,,,info@acus.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
acus.gov,Federal - Executive,Administrative Conference of the United States,Administrative Conference of the United States,Washington,DC,info@acus.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
achp.gov,Federal - Executive,Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,,,domainsecurity@achp.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
achp.gov,Federal - Executive,Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,Washington,DC,domainsecurity@achp.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
preserveamerica.gov,Federal - Executive,Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,,,domainsecurity@achp.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
preserveamerica.gov,Federal - Executive,Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,Washington,DC,domainsecurity@achp.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
abmc.gov,Federal - Executive,American Battle Monuments Commission,American Battle Monuments Commission,,,itsec@abmc.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
abmc.gov,Federal - Executive,American Battle Monuments Commission,American Battle Monuments Commission,Arlington,VA,itsec@abmc.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
amtrakoig.gov,Federal - Executive,AMTRAK,AMTRAK,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
amtrakoig.gov,Federal - Executive,AMTRAK,Office of Inspector General,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
arc.gov,Federal - Executive,Appalachian Regional Commission,Appalachian Regional Commission,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
arc.gov,Federal - Executive,Appalachian Regional Commission,Appalachian Regional Commission,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
asc.gov,Federal - Executive,Appraisal Subcommittee of the Federal Financial Institutions Examination Council,Appraisal Subcommittee of the Federal Financial Institutions Examination Council,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
asc.gov,Federal - Executive,Appraisal Subcommittee of the Federal Financial Institutions Examination Council,Appraisal Subcommittee,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
afrh.gov,Federal - Executive,Armed Forces Retirement Home,Armed Forces Retirement Home,,,Stanley.Whitehead@afrh.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
afrh.gov,Federal - Executive,Armed Forces Retirement Home,Armed Forces Retirement Home,Washington,DC,Stanley.Whitehead@afrh.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
goldwaterscholarship.gov,Federal - Executive,Barry Goldwater Scholarship and Excellence in Education Foundation,Barry Goldwater Scholarship and Excellence in Education Foundation,,,goldwaterao@goldwaterscholarship.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
goldwaterscholarship.gov,Federal - Executive,Barry Goldwater Scholarship and Excellence in Education Foundation,Barry Goldwater Scholarship and Excellence in Education Foundation,Alexandria,VA,goldwaterao@goldwaterscholarship.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
cia.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
cia.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
ic.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
ic.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
istac.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
istac.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
odci.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
odci.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
opensource.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
opensource.gov,Federal - Executive,Central Intelligence Agency,DNI Open Source Center,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
osde.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
osde.gov,Federal - Executive,Central Intelligence Agency,CIA\GCS OSEG,Reston,VA,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
ucia.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,,,(blank),changed_old,2024-12-20 06:09:57+00:00,1734674997
ucia.gov,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,Washington,DC,(blank),changed_new,2024-12-20 06:09:57+00:00,1734674997
coldcaserecords.gov,Federal - Executive,Civil Rights Cold Case Records Review Board,Civil Rights Cold Case Records Review Board,,,gsa-vulnerability-reports@gsa.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
coldcaserecords.gov,Federal - Executive,Civil Rights Cold Case Records Review Board,Civil Rights Cold Case Records Review Board,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
cftc.gov,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,,,Security_VDP@cftc.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
cftc.gov,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Washington,DC,Security_VDP@cftc.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
devcftc.gov,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,,,esoc@cftc.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
devcftc.gov,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Washington,DC,esoc@cftc.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
smartcheck.gov,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,,,Security_VDP@cftc.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
smartcheck.gov,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Washington,DC,Security_VDP@cftc.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
whistleblower.gov,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,,,Security_VDP@cftc.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
whistleblower.gov,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Washington,DC,Security_VDP@cftc.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
bcfp.gov,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,,,security@cfpb.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
bcfp.gov,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov,changed_new,2024-12-20 06:09:57+00:00,1734674997
cfpa.gov,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,,,security@cfpb.gov,changed_old,2024-12-20 06:09:57+00:00,1734674997
