Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email,modification,commit_datetime,commit_date
INFORMATIONLITERACY.GOV,Federal - Executive,Institute of Museum and Library Services,IMLS,Washington,DC,infosec@imls.gov,added,2022-12-01 06:10:19+00:00,1669875019
DISASTERASSISTANCE.GOV,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-soc@fema.dhs.gov,changed_old,2022-12-01 06:10:19+00:00,1669875019
DISASTERASSISTANCE.GOV,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov,changed_new,2022-12-01 06:10:19+00:00,1669875019
FEMA.GOV,Federal - Executive,Department of Homeland Security,FEMA,Washington,DC,fema-soc@fema.dhs.gov,changed_old,2022-12-01 06:10:19+00:00,1669875019
FEMA.GOV,Federal - Executive,Department of Homeland Security,FEMA,Washington,DC,fema-nosc-cyber@fema.dhs.gov,changed_new,2022-12-01 06:10:19+00:00,1669875019
FIRSTRESPONDERTRAINING.GOV,Federal - Executive,Department of Homeland Security,Office for Domestic Preparedness,Washington,DC,fema-soc@fema.dhs.gov,changed_old,2022-12-01 06:10:19+00:00,1669875019
FIRSTRESPONDERTRAINING.GOV,Federal - Executive,Department of Homeland Security,Office for Domestic Preparedness,Washington,DC,fema-nosc-cyber@fema.dhs.gov,changed_new,2022-12-01 06:10:19+00:00,1669875019
FLOODSMART.GOV,Federal - Executive,Department of Homeland Security,FEMA,Bluemont,VA,fema-soc@fema.dhs.gov,changed_old,2022-12-01 06:10:19+00:00,1669875019
FLOODSMART.GOV,Federal - Executive,Department of Homeland Security,FEMA,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov,changed_new,2022-12-01 06:10:19+00:00,1669875019
LISTO.GOV,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-soc@fema.dhs.gov,changed_old,2022-12-01 06:10:19+00:00,1669875019
LISTO.GOV,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-nosc-cyber@fema.dhs.gov,changed_new,2022-12-01 06:10:19+00:00,1669875019
READY.GOV,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-soc@fema.dhs.gov,changed_old,2022-12-01 06:10:19+00:00,1669875019
READY.GOV,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-nosc-cyber@fema.dhs.gov,changed_new,2022-12-01 06:10:19+00:00,1669875019
READYBUSINESS.GOV,Federal - Executive,Department of Homeland Security,FEMA,Washington,DC,fema-soc@fema.dhs.gov,changed_old,2022-12-01 06:10:19+00:00,1669875019
READYBUSINESS.GOV,Federal - Executive,Department of Homeland Security,FEMA,Washington,DC,fema-nosc-cyber@fema.dhs.gov,changed_new,2022-12-01 06:10:19+00:00,1669875019
