Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email,modification,commit_datetime,commit_date
CLEANENERGY.GOV,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),added,2022-08-11 06:10:22+00:00,1660198222
PSLF.GOV,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),added,2022-08-11 06:10:22+00:00,1660198222
PUBLICSERVICELOANFORGIVENESS.GOV,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),added,2022-08-11 06:10:22+00:00,1660198222
PREGUNTELEAKAREN.GOV,Federal - Executive,U.S. Department of Agriculture,USDA/FSIS,Washington,DC,cyber.incidents@usda.gov,deleted,2022-08-11 06:10:22+00:00,1660198222
ATA.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
ATA.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
DOMAINOPS.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,registrar@dotgov.gov,changed_old,2022-08-11 06:10:22+00:00,1660198222
DOMAINOPS.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,registrar@dotgov.gov,changed_new,2022-08-11 06:10:22+00:00,1660198222
ECFC.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
ECFC.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
ERPO.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
ERPO.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
FED.US,Federal - Executive,GOV Domain OPS,GOV Domain OPS,Arlington,VA,dotgov@cisa.dhs.gov,changed_old,2022-08-11 06:10:22+00:00,1660198222
FED.US,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,dotgov@cisa.dhs.gov,changed_new,2022-08-11 06:10:22+00:00,1660198222
FRAHO.GOV,Federal - Executive,GOV Domain OPS,Gov Domain Ops,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
FRAHO.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
JPO.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
JPO.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
NRPO.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
NRPO.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
OSDLS.GOV,Federal - Executive,GOV Domain OPS,GOV Domain OPS,Washington,DC,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
OSDLS.GOV,Federal - Executive,.gov Administration,.gov Administration,Washington,DC,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
OWC.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
OWC.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
PSD.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
PSD.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
PSUP.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
PSUP.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
PUBSERVICES.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
PUBSERVICES.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
RPO.GOV,Federal - Executive,GOV Domain OPS,Gov Domain OPS,Arlington,VA,(blank),changed_old,2022-08-11 06:10:22+00:00,1660198222
RPO.GOV,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2022-08-11 06:10:22+00:00,1660198222
