Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
dotgov.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov,changed_old,2025-03-28 06:10:48+00:00,1743142248
dotgov.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,(blank),changed_new,2025-03-28 06:10:48+00:00,1743142248
get.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov,changed_old,2025-03-28 06:10:48+00:00,1743142248
get.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,(blank),changed_new,2025-03-28 06:10:48+00:00,1743142248
nic.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov,changed_old,2025-03-28 06:10:48+00:00,1743142248
nic.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,(blank),changed_new,2025-03-28 06:10:48+00:00,1743142248
domainops.gov,Federal - Executive,gov Administration,.gov Administration,Arlington,VA,help@get.gov,changed_old,2025-03-28 06:10:48+00:00,1743142248
domainops.gov,Federal - Executive,gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2025-03-28 06:10:48+00:00,1743142248
igorville.gov,Federal - Executive,gov Administration,Igorville Village,Igorville,IA,help@get.gov,changed_old,2025-03-28 06:10:48+00:00,1743142248
igorville.gov,Federal - Executive,gov Administration,Igorville Village,Igorville,IA,(blank),changed_new,2025-03-28 06:10:48+00:00,1743142248
