Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
acus.gov,Federal - Executive,Administrative Conference of the United States,,Washington,DC,info@acus.gov,changed_old,2025-09-24 18:47:21+00:00,1758739641
acus.gov,Federal - Executive,Administrative Conference of the United States,Administrative Conference of the United States,Washington,DC,info@acus.gov,changed_new,2025-09-24 18:47:21+00:00,1758739641
achp.gov,Federal - Executive,Advisory Council on Historic Preservation,,Washington,DC,domainsecurity@achp.gov,changed_old,2025-09-24 18:47:21+00:00,1758739641
achp.gov,Federal - Executive,Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,Washington,DC,domainsecurity@achp.gov,changed_new,2025-09-24 18:47:21+00:00,1758739641
preserveamerica.gov,Federal - Executive,Advisory Council on Historic Preservation,,Washington,DC,domainsecurity@achp.gov,changed_old,2025-09-24 18:47:21+00:00,1758739641
preserveamerica.gov,Federal - Executive,Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,Washington,DC,domainsecurity@achp.gov,changed_new,2025-09-24 18:47:21+00:00,1758739641
abmc.gov,Federal - Executive,American Battle Monuments Commission,,Arlington,VA,itsec@abmc.gov,changed_old,2025-09-24 18:47:21+00:00,1758739641
abmc.gov,Federal - Executive,American Battle Monuments Commission,American Battle Monuments Commission,Arlington,VA,itsec@abmc.gov,changed_new,2025-09-24 18:47:21+00:00,1758739641
amtrakoig.gov,Federal - Executive,AMTRAK,,Washington,DC,(blank),changed_old,2025-09-24 18:47:21+00:00,1758739641
amtrakoig.gov,Federal - Executive,AMTRAK,Office of Inspector General,Washington,DC,(blank),changed_new,2025-09-24 18:47:21+00:00,1758739641
arc.gov,Federal - Executive,Appalachian Regional Commission,,Washington,DC,(blank),changed_old,2025-09-24 18:47:21+00:00,1758739641
arc.gov,Federal - Executive,Appalachian Regional Commission,Appalachian Regional Commission,Washington,DC,(blank),changed_new,2025-09-24 18:47:21+00:00,1758739641
asc.gov,Federal - Executive,Appraisal Subcommittee of the Federal Financial Institutions Examination Council,,Washington,DC,(blank),changed_old,2025-09-24 18:47:21+00:00,1758739641
asc.gov,Federal - Executive,Appraisal Subcommittee of the Federal Financial Institutions Examination Council,Appraisal Subcommittee,Washington,DC,(blank),changed_new,2025-09-24 18:47:21+00:00,1758739641
afrh.gov,Federal - Executive,Armed Forces Retirement Home,,Washington,DC,Stanley.Whitehead@afrh.gov,changed_old,2025-09-24 18:47:21+00:00,1758739641
