Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
gop.gov,Federal - Legislative,The Legislative Branch,House Republican Conference,Washington,DC,(blank),changed_old,2024-10-18 06:10:06+00:00,1729231806
gop.gov,Federal - Legislative,The Legislative Branch,House Republican Conference,Washington,DC,richard.martins@mail.house.gov,changed_new,2024-10-18 06:10:06+00:00,1729231806
gopleader.gov,Federal - Legislative,The Legislative Branch,Office of the House Republican Leader,Washington,DC,(blank),changed_old,2024-10-18 06:10:06+00:00,1729231806
gopleader.gov,Federal - Legislative,The Legislative Branch,Office of the House Republican Leader,Washington,DC,richard.martins@mail.house.gov,changed_new,2024-10-18 06:10:06+00:00,1729231806
gopwhip.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank),changed_old,2024-10-18 06:10:06+00:00,1729231806
gopwhip.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,richard.martins@mail.house.gov,changed_new,2024-10-18 06:10:06+00:00,1729231806
housedems.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,Washington,DC,(blank),changed_old,2024-10-18 06:10:06+00:00,1729231806
housedems.gov,Federal - Legislative,The Legislative Branch,House Democratic Caucus,Washington,DC,richard.martins@mail.house.gov,changed_new,2024-10-18 06:10:06+00:00,1729231806
houselive.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,(blank),changed_old,2024-10-18 06:10:06+00:00,1729231806
houselive.gov,Federal - Legislative,The Legislative Branch,US House of Representatives,Washington,DC,richard.martins@mail.house.gov,changed_new,2024-10-18 06:10:06+00:00,1729231806
