Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
usxports.gov,Federal - Executive,Department of State,Bureau of Political and Military Affairs,Washington,DC,VDPSubmission@state.gov,added,2025-09-12 06:11:39+00:00,1757657499
disasterassistance.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov,changed_old,2025-09-12 06:11:39+00:00,1757657499
disasterassistance.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-noc@fema.dhs.gov,changed_new,2025-09-12 06:11:39+00:00,1757657499
dns.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_old,2025-09-12 06:11:39+00:00,1757657499
dns.gov,Federal,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2025-09-12 06:11:39+00:00,1757657499
domainops.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_old,2025-09-12 06:11:39+00:00,1757657499
domainops.gov,Federal,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2025-09-12 06:11:39+00:00,1757657499
dotgov.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_old,2025-09-12 06:11:39+00:00,1757657499
dotgov.gov,Federal,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2025-09-12 06:11:39+00:00,1757657499
igorville.gov,Federal - Executive,.gov Administration,Igorville Village,Igorville,IA,(blank),changed_old,2025-09-12 06:11:39+00:00,1757657499
igorville.gov,Federal,.gov Administration,Igorville Village,Igorville,IA,(blank),changed_new,2025-09-12 06:11:39+00:00,1757657499
nic.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_old,2025-09-12 06:11:39+00:00,1757657499
nic.gov,Federal,.gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2025-09-12 06:11:39+00:00,1757657499
ns.gov,Federal - Executive,.gov Administration,.gov Administration,Arlington,VA,dotgov@cloudflare.com,changed_old,2025-09-12 06:11:39+00:00,1757657499
ns.gov,Federal,.gov Administration,.gov Administration,Arlington,VA,dotgov@cloudflare.com,changed_new,2025-09-12 06:11:39+00:00,1757657499
