Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
biometrics.gov,Federal - Executive,Department of Homeland Security,US-VISIT,Arlington,VA,IS2OSecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
biometrics.gov,Federal - Executive,Department of Homeland Security,US-VISIT,Arlington,VA,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
cybersecurity.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,IS2OSecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
cybersecurity.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
homelandsecurity.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2OSecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
homelandsecurity.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
hsi.gov,Federal - Executive,Department of Homeland Security,Office of the Chief Information Officer,Washington,DC,(blank),changed_old,2024-08-23 06:08:50+00:00,1724393330
hsi.gov,Federal - Executive,Department of Homeland Security,Office of the Chief Information Officer,Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
juntos.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2OSecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
juntos.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
know2protect.gov,Federal - Executive,Department of Homeland Security,CIO Headquarters,Springfield,VA,IS2OSecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
know2protect.gov,Federal - Executive,Department of Homeland Security,CIO Headquarters,Springfield,VA,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
niem.gov,Federal - Executive,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",Washington,DC,IS2OSecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
niem.gov,Federal - Executive,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
power2prevent.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,is2osecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
power2prevent.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
preventionresourcefinder.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2Osecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
preventionresourcefinder.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
schoolsafety.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,is2osecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
schoolsafety.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
together.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,IS2OSecurity@hq.dhs.gov,changed_old,2024-08-23 06:08:50+00:00,1724393330
together.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov,changed_new,2024-08-23 06:08:50+00:00,1724393330
