Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
truman.gov,Federal - Executive,Harry S. Truman Scholarship Foundation,,Washington,DC,(blank),changed_old,2026-03-11 06:26:32+00:00,1773210392
truman.gov,Federal - Executive,Harry S Truman Scholarship Foundation,,Washington,DC,(blank),changed_new,2026-03-11 06:26:32+00:00,1773210392
usitc.gov,Federal - Executive,United States International Trade Commission,,Washington,DC,vdp@usitc.gov,changed_old,2026-03-11 06:26:32+00:00,1773210392
usitc.gov,Federal - Executive,International Trade Commission,,Washington,DC,vdp@usitc.gov,changed_new,2026-03-11 06:26:32+00:00,1773210392
usitcoig.gov,Federal - Executive,United States International Trade Commission,,Washington,DC,reports@usitc.gov,changed_old,2026-03-11 06:26:32+00:00,1773210392
usitcoig.gov,Federal - Executive,International Trade Commission,,Washington,DC,reports@usitc.gov,changed_new,2026-03-11 06:26:32+00:00,1773210392
jusfc.gov,Federal - Executive,Japan-U.S. Friendship Commission,,Washington,DC,jusfc@jusfc.gov,changed_old,2026-03-11 06:26:32+00:00,1773210392
jusfc.gov,Federal - Executive,Japan-United States Friendship Commission,,Washington,DC,jusfc@jusfc.gov,changed_new,2026-03-11 06:26:32+00:00,1773210392
osc.gov,Federal - Executive,U.S. Office of Special Counsel,,Washington,DC,vhall@osc.gov,changed_old,2026-03-11 06:26:32+00:00,1773210392
osc.gov,Federal - Executive,Office of Special Counsel,,Washington,DC,vhall@osc.gov,changed_new,2026-03-11 06:26:32+00:00,1773210392
oscnet.gov,Federal - Executive,U.S. Office of Special Counsel,,Washington,DC,vhall@osc.gov,changed_old,2026-03-11 06:26:32+00:00,1773210392
oscnet.gov,Federal - Executive,Office of Special Counsel,,Washington,DC,vhall@osc.gov,changed_new,2026-03-11 06:26:32+00:00,1773210392
ustda.gov,Federal - Executive,U.S. Trade and Development Agency,,Arlington,VA,avicchiollo@ustda.gov,changed_old,2026-03-11 06:26:32+00:00,1773210392
ustda.gov,Federal - Executive,Trade And Development Agency,,Arlington,VA,avicchiollo@ustda.gov,changed_new,2026-03-11 06:26:32+00:00,1773210392
uscapitolpolice.gov,Federal - Legislative,U.S. Capitol Police,,Washington,DC,OIS-Security@uscp.gov,changed_old,2026-03-11 06:26:32+00:00,1773210392
uscapitolpolice.gov,Federal - Legislative,Capitol Police,,Washington,DC,OIS-Security@uscp.gov,changed_new,2026-03-11 06:26:32+00:00,1773210392
uscp.gov,Federal - Legislative,U.S. Capitol Police,,Washington,DC,OIS-Security@uscp.gov,changed_old,2026-03-11 06:26:32+00:00,1773210392
uscp.gov,Federal - Legislative,Capitol Police,,Washington,DC,OIS-Security@uscp.gov,changed_new,2026-03-11 06:26:32+00:00,1773210392
