Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
nds.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-07-21 08:33:08+00:00,1784622788
nds.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-07-21 08:33:08+00:00,1784622788
ndstudio.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-07-21 08:33:08+00:00,1784622788
ndstudio.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-07-21 08:33:08+00:00,1784622788
ostp.gov,Federal - Executive,Executive Office of the President,Office of Science and Technology Policy,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-07-21 08:33:08+00:00,1784622788
ostp.gov,Federal - Executive,Executive Office of the President,Office of Science and Technology Policy,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-07-21 08:33:08+00:00,1784622788
ustr.gov,Federal - Executive,Executive Office of the President,Office of the United States Trade Representative,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-07-21 08:33:08+00:00,1784622788
ustr.gov,Federal - Executive,Executive Office of the President,Office of the United States Trade Representative,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-07-21 08:33:08+00:00,1784622788
whitehouse.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-07-21 08:33:08+00:00,1784622788
whitehouse.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-07-21 08:33:08+00:00,1784622788
