Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email,modification,commit_datetime,commit_date
CORALREEF.GOV,Federal - Executive,Department of the Interior,USGS,Denver,CO,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
CORALREEF.GOV,Federal - Executive,Department of the Interior,USGS,Denver,CO,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
EARTHQUAKE.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Menlo Park,CA,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
EARTHQUAKE.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Menlo Park,CA,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
FGDC.GOV,Federal - Executive,Department of the Interior,U. S. Geological Survey,Reston,VA,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
FGDC.GOV,Federal - Executive,Department of the Interior,U. S. Geological Survey,Reston,VA,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
GCMRC.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Flagstaff,AZ,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
GCMRC.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Flagstaff,AZ,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
LACOAST.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Lafayette,LA,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
LACOAST.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Lafayette,LA,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
LANDFIRE.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Sioux Falls,SD,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
LANDFIRE.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Sioux Falls,SD,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
LANDIMAGING.GOV,Federal - Executive,Department of the Interior,Department of the Interior,Reston,VA,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
LANDIMAGING.GOV,Federal - Executive,Department of the Interior,Department of the Interior,Reston,VA,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
LCA.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Lafayette,LA,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
LCA.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Lafayette,LA,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
LMVSCI.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Lafayette,LA,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
LMVSCI.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Lafayette,LA,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
MRLC.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Sioux Falls,SD,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
MRLC.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Sioux Falls,SD,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
USGS.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,security@usgs.gov,changed_old,2023-07-13 06:10:13+00:00,1689228613
USGS.GOV,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,security@doi.gov,changed_new,2023-07-13 06:10:13+00:00,1689228613
