Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
hstf.gov,Federal - Executive,Department of Homeland Security,Headquarters,Springfield,VA,postmaster@dhs.gov,added,2025-12-05 06:13:30+00:00,1764915210
iwtsd.gov,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,webmanager@iwtsd.gov,changed_old,2025-12-05 06:13:30+00:00,1764915210
iwtsd.gov,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,networksupport@iwtsd.gov,changed_new,2025-12-05 06:13:30+00:00,1764915210
nlr.gov,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
nlr.gov,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,2025-12-05 06:13:30+00:00,1764915210
scinet.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
scinet.gov,Federal - Judicial,Supreme Court of the United States,Supreme Court of the United States,Washington,DC,(blank),changed_new,2025-12-05 06:13:30+00:00,1764915210
scinet-test.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
scinet-test.gov,Federal - Judicial,Supreme Court of the United States,Supreme Court of the United States,Washington,DC,(blank),changed_new,2025-12-05 06:13:30+00:00,1764915210
sc-us.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
sc-us.gov,Federal - Judicial,Supreme Court of the United States,Supreme Court of the United States,Washington,DC,(blank),changed_new,2025-12-05 06:13:30+00:00,1764915210
scus.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
scus.gov,Federal - Judicial,Supreme Court of the United States,Supreme Court of the United States,Washington,DC,(blank),changed_new,2025-12-05 06:13:30+00:00,1764915210
scuspd.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
scuspd.gov,Federal - Judicial,Supreme Court of the United States,Supreme Court of the United States,Washington,DC,(blank),changed_new,2025-12-05 06:13:30+00:00,1764915210
supreme-court.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
supreme-court.gov,Federal - Judicial,Supreme Court of the United States,Supreme Court of the United States,Washington,DC,(blank),changed_new,2025-12-05 06:13:30+00:00,1764915210
supremecourt.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
supremecourt.gov,Federal - Judicial,Supreme Court of the United States,Supreme Court of the United States,Washington,DC,(blank),changed_new,2025-12-05 06:13:30+00:00,1764915210
supremecourtus.gov,Federal - Judicial,The Supreme Court,Supreme Court of the United States,Washington,DC,(blank),changed_old,2025-12-05 06:13:30+00:00,1764915210
supremecourtus.gov,Federal - Judicial,Supreme Court of the United States,Supreme Court of the United States,Washington,DC,(blank),changed_new,2025-12-05 06:13:30+00:00,1764915210
