Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
passport.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),added,2026-05-06 07:11:14+00:00,1778051474
passports.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),added,2026-05-06 07:11:14+00:00,1778051474
250.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),changed_old,2026-05-06 07:11:14+00:00,1778051474
250.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
alien.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),changed_old,2026-05-06 07:11:14+00:00,1778051474
alien.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
aliens.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),changed_old,2026-05-06 07:11:14+00:00,1778051474
aliens.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
americabydesign.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
americabydesign.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
bebest.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
bebest.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
budget.gov,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
budget.gov,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
coronavirus.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
coronavirus.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
covid.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
covid.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
covidtest.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
covidtest.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
covidtests.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
covidtests.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
creators.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
creators.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,PITC-Defense@eop.gov,changed_new,2026-05-06 07:11:14+00:00,1778051474
crypto.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,2026-05-06 07:11:14+00:00,1778051474
