Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
greathealthcare.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),added,2026-01-14 06:14:41+00:00,1768371281
acus.gov,Federal - Executive,Administrative Conference of the United States,Administrative Conference of the United States,Washington,DC,info@acus.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
acus.gov,Federal - Executive,Administrative Conference of the United States,,Washington,DC,info@acus.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
achp.gov,Federal - Executive,Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,Washington,DC,domainsecurity@achp.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
achp.gov,Federal - Executive,Advisory Council on Historic Preservation,,Washington,DC,domainsecurity@achp.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
preserveamerica.gov,Federal - Executive,Advisory Council on Historic Preservation,Advisory Council on Historic Preservation,Washington,DC,domainsecurity@achp.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
preserveamerica.gov,Federal - Executive,Advisory Council on Historic Preservation,,Washington,DC,domainsecurity@achp.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
arc.gov,Federal - Executive,Appalachian Regional Commission,Appalachian Regional Commission,Washington,DC,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
arc.gov,Federal - Executive,Appalachian Regional Commission,,Washington,DC,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
afrh.gov,Federal - Executive,Armed Forces Retirement Home,Armed Forces Retirement Home,Washington,DC,Stanley.Whitehead@afrh.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
afrh.gov,Federal - Executive,Armed Forces Retirement Home,,Washington,DC,Stanley.Whitehead@afrh.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
cia.gov,Federal - Executive,Central Intelligence Agency*,,Washington,DC,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
cia.gov,Federal - Executive,Central Intelligence Agency,,Washington,DC,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
ic.gov,Federal - Executive,Central Intelligence Agency*,,Washington,DC,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
ic.gov,Federal - Executive,Central Intelligence Agency,,Washington,DC,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
istac.gov,Federal - Executive,Central Intelligence Agency*,,Washington,DC,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
istac.gov,Federal - Executive,Central Intelligence Agency,,Washington,DC,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
odci.gov,Federal - Executive,Central Intelligence Agency*,,Washington,DC,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
odci.gov,Federal - Executive,Central Intelligence Agency,,Washington,DC,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
opensource.gov,Federal - Executive,Central Intelligence Agency*,,Washington,DC,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
opensource.gov,Federal - Executive,Central Intelligence Agency,,Washington,DC,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
osde.gov,Federal - Executive,Central Intelligence Agency*,,Reston,VA,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
osde.gov,Federal - Executive,Central Intelligence Agency,,Washington,DC,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
ucia.gov,Federal - Executive,Central Intelligence Agency*,,Washington,DC,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
ucia.gov,Federal - Executive,Central Intelligence Agency,,Washington,DC,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
dra.gov,Federal - Executive,Delta Regional Authority,Delta Regional Authority,Clarksdale,MS,(blank),changed_old,2026-01-14 06:14:41+00:00,1768371281
dra.gov,Federal - Executive,Delta Regional Authority,,Clarksdale,MS,(blank),changed_new,2026-01-14 06:14:41+00:00,1768371281
denali.gov,Federal - Executive,Denali Commission,Denali Commission,Anchorage,AK,jherrick@denali.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
denali.gov,Federal - Executive,Denali Commission,,Anchorage,AK,jherrick@denali.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
bldrdoc.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Boulder,CO,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
bldrdoc.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
census.gov,Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
census.gov,Federal - Executive,Department of Commerce,Census Bureau,Washington,DC,boc.cirt@census.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
chips.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
chips.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
dnsops.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,antd-siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
dnsops.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,antd-siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
edison.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
edison.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
iedison.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
iedison.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
mgi.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
mgi.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
nehrp.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
nehrp.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
nist.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
nist.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
nwirp.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
nwirp.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
pscr.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
pscr.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
semiconductors.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
semiconductors.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
spd15revision.gov,Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
spd15revision.gov,Federal - Executive,Department of Commerce,Census Bureau,Washington,DC,boc.cirt@census.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
standards.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
standards.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
time.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Boulder,CO,siirt@nist.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
time.gov,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Washington,DC,siirt@nist.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
xd.gov,Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
xd.gov,Federal - Executive,Department of Commerce,Census Bureau,Washington,DC,boc.cirt@census.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
disasterassistance.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-noc@fema.dhs.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
disasterassistance.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,fema-noc@fema.dhs.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
floodsmart.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
floodsmart.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,fema-nosc-cyber@fema.dhs.gov,changed_new,2026-01-14 06:14:41+00:00,1768371281
msha.gov,Federal - Executive,Department of Labor,,Arlington,VA,m-DOLCSIRC@dol.gov,changed_old,2026-01-14 06:14:41+00:00,1768371281
