Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
dot.gov,Federal - Executive,Department of Transportation,Department of Transportation,Washington,DC,DOT-Cyber-Reporting@dot.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
dot.gov,Federal - Executive,Department of Transportation,,Washington,DC,DOT-Cyber-Reporting@dot.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
dotideahub.gov,Federal - Executive,Department of Transportation,U.S. Department of Transportation Office of the Chief Information Officer ,Washington,DC,vulnerabilitydisclosure@faa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
dotideahub.gov,Federal - Executive,Department of Transportation,U.S. Department of Transportation Office of the Chief Information Officer,Washington,DC,vulnerabilitydisclosure@faa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
ce-ncsc.gov,Federal - Executive,Director of National Intelligence,Office of the Director of National Intelligence,McLean,VA,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
ce-ncsc.gov,Federal - Executive,Office of the Director of National Intelligence,,McLean,VA,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
dni.gov,Federal - Executive,Director of National Intelligence,Office of Directorate of National Intelligence,McLean,VA,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
dni.gov,Federal - Executive,Office of the Director of National Intelligence,Office of Directorate of National Intelligence,McLean,VA,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
iarpa.gov,Federal - Executive,Director of National Intelligence,ODNI - IARPA,College Park,MD,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
iarpa.gov,Federal - Executive,Office of the Director of National Intelligence,ODNI - IARPA,College Park,MD,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
iarpa-ideas.gov,Federal - Executive,Director of National Intelligence,Office of the Director of National Intelligence,Washington,DC,ideas_licensing@serco-na.com,changed_old,2026-01-24 06:12:59+00:00,1769235179
iarpa-ideas.gov,Federal - Executive,Office of the Director of National Intelligence,,McLean,VA,ideas_licensing@serco-na.com,changed_new,2026-01-24 06:12:59+00:00,1769235179
icjointduty.gov,Federal - Executive,Director of National Intelligence,Office of the Director of National Intelligence,Washington,DC,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
icjointduty.gov,Federal - Executive,Office of the Director of National Intelligence,,McLean,VA,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
intel.gov,Federal - Executive,Director of National Intelligence,Office of the Director of National Intelligence,McLean,VA,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
intel.gov,Federal - Executive,Office of the Director of National Intelligence,,McLean,VA,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
intelink.gov,Federal - Executive,Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),Fort Meade,MD,ismc-networkadmin@ugov.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
intelink.gov,Federal - Executive,Office of the Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),Fort Meade,MD,ismc-networkadmin@ugov.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
intelligence.gov,Federal - Executive,Director of National Intelligence,Office of Director of National Intelligence - Public Affairs Office,Washington,DC,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
intelligence.gov,Federal - Executive,Office of the Director of National Intelligence,Office of Director of National Intelligence - Public Affairs Office,Washington,DC,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
ise.gov,Federal - Executive,Director of National Intelligence,"Office of the Program Manager, Information Sharing Environment, Office of the DNI",Washington ,DC,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
ise.gov,Federal - Executive,Office of the Director of National Intelligence,"Office of the Program Manager, Information Sharing Environment, Office of the DNI",Washington,DC,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
ncix.gov,Federal - Executive,Director of National Intelligence,Office of the National Counterintelligence Executive - NCIX,Washington,DC,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
ncix.gov,Federal - Executive,Office of the Director of National Intelligence,Office of the National Counterintelligence Executive - NCIX,Washington,DC,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
ncsc.gov,Federal - Executive,Director of National Intelligence,National Counterintelligence and Security Center,Bethesda,MD,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
ncsc.gov,Federal - Executive,Office of the Director of National Intelligence,National Counterintelligence and Security Center,Bethesda,MD,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
nctc.gov,Federal - Executive,Director of National Intelligence,National Counterterrorism Center,Washington,DC,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
nctc.gov,Federal - Executive,Office of the Director of National Intelligence,National Counterterrorism Center,Washington,DC,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
odni.gov,Federal - Executive,Director of National Intelligence,Office of Director of National Intelligence - Public Affairs Office,Washington,DC,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
odni.gov,Federal - Executive,Office of the Director of National Intelligence,Office of Director of National Intelligence - Public Affairs Office,Washington,DC,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
osis.gov,Federal - Executive,Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),Fort Meade,MD,(blank),changed_old,2026-01-24 06:12:59+00:00,1769235179
osis.gov,Federal - Executive,Office of the Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),Fort Meade,MD,(blank),changed_new,2026-01-24 06:12:59+00:00,1769235179
ugov.gov,Federal - Executive,Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),Fort Meade,MD,ismc-networkadmin@ugov.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
ugov.gov,Federal - Executive,Office of the Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),Fort Meade,MD,ismc-networkadmin@ugov.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
acquisition.gov,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Arlington,VA,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
acquisition.gov,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
benefits.gov,Federal - Executive,General Services Administration,Office of the Chief Information Officer,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
benefits.gov,Federal - Executive,General Services Administration,,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
cdo.gov,Federal - Executive,General Services Administration,General Services Administration,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
cdo.gov,Federal - Executive,General Services Administration,,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
esrs.gov,Federal - Executive,General Services Administration,"GSA, FAS, System for Award Management",Arlington,VA,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
esrs.gov,Federal - Executive,General Services Administration,"GSA, FAS, System for Award Management",Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
fbo.gov,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Arlington,VA,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
fbo.gov,Federal - Executive,General Services Administration,"GSA, IC, Acquisition",Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
fcsm.gov,Federal - Executive,General Services Administration,General Services Administration ,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
fcsm.gov,Federal - Executive,General Services Administration,,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
fedrooms.gov,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Arlington,VA,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
fedrooms.gov,Federal - Executive,General Services Administration,"GSA, IDI, ECAS II",Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
fleet.gov,Federal - Executive,General Services Administration,General Services Administration,Washington DC,DC,anthony.konkwo@gsa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
fleet.gov,Federal - Executive,General Services Administration,,Washington,DC,anthony.konkwo@gsa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
govloans.gov,Federal - Executive,General Services Administration,Office of the Chief Information Officer,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-24 06:12:59+00:00,1769235179
govloans.gov,Federal - Executive,General Services Administration,,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-24 06:12:59+00:00,1769235179
