Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
250.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),added,2026-03-19 06:30:53+00:00,1773901853
reach.gov,Federal - Executive,Department of Veterans Affairs,Department of Veterans Affairs - PREVENTS,Washington,DC,weareprevents@va.gov,changed_old,2026-03-19 06:30:53+00:00,1773901853
reach.gov,Federal - Executive,Department of Veterans Affairs,Department of Veterans Affairs - PREVENTS,Washington,DC,vhaospcommunications@va.gov,changed_new,2026-03-19 06:30:53+00:00,1773901853
fhfaoig.gov,Federal - Executive,Federal Housing Finance Agency,Office of Inspector General,Washington,DC,ReportAbuse@fhfaoig.gov,changed_old,2026-03-19 06:30:53+00:00,1773901853
fhfaoig.gov,Federal - Executive,Federal Housing Finance Agency,,Washington,DC,ReportAbuse@fhfaoig.gov,changed_new,2026-03-19 06:30:53+00:00,1773901853
truman.gov,Federal - Executive,Harry S Truman Scholarship Foundation,,Washington,DC,(blank),changed_old,2026-03-19 06:30:53+00:00,1773901853
truman.gov,Federal - Executive,Harry S Truman Scholarship Foundation,,Washington,DC,info@truman.gov,changed_new,2026-03-19 06:30:53+00:00,1773901853
amtrakoig.gov,Federal - Executive,"AMTRAK, Office of the Inspector General",,Washington,DC,admin@amtrakoig.gov,changed_old,2026-03-19 06:30:53+00:00,1773901853
amtrakoig.gov,Federal - Executive,"National Railroad Passenger Corporation, Office of Inspector General",,Washington,DC,admin@amtrakoig.gov,changed_new,2026-03-19 06:30:53+00:00,1773901853
ppdcecc.gov,Federal - Legislative,United States House of Representatives,Congressional-Executive Commission on China,Washington,DC,(blank),changed_old,2026-03-19 06:30:53+00:00,1773901853
ppdcecc.gov,Federal - Legislative,United States House of Representatives,Congressional-Executive Commission on China,Washington,DC,infocecc@mail.house.gov,changed_new,2026-03-19 06:30:53+00:00,1773901853
