Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
fosteringthefuture.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),added,2026-02-12 06:33:57+00:00,1770878037
fosteringthefuturetogether.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),added,2026-02-12 06:33:57+00:00,1770878037
amtrakoig.gov,Federal - Executive,AMTRAK,Office of Inspector General,Washington,DC,admin@amtrakoig.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
amtrakoig.gov,Federal - Executive,AMTRAK,,Washington,DC,admin@amtrakoig.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
asc.gov,Federal - Executive,Appraisal Subcommittee of the Federal Financial Institutions Examination Council,Appraisal Subcommittee,Washington,DC,(blank),changed_old,2026-02-12 06:33:57+00:00,1770878037
asc.gov,Federal - Executive,Appraisal Subcommittee of the Federal Financial Institutions Examination Council,,Washington,DC,(blank),changed_new,2026-02-12 06:33:57+00:00,1770878037
dnfsb.gov,Federal - Executive,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,Washington,DC,cyberalerts@dnfsb.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
dnfsb.gov,Federal - Executive,Defense Nuclear Facilities Safety Board,,Washington,DC,cyberalerts@dnfsb.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
eeoc.gov,Federal - Executive,Equal Employment Opportunity Commission,Equal Employment Opportunity Commission,Washington,DC,vdp.disclosure@eeoc.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
eeoc.gov,Federal - Executive,Equal Employment Opportunity Commission,,Washington,DC,vdp.disclosure@eeoc.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
freedom.gov,Federal - Executive,Executive Office of the President,,Washington,DC,(blank),changed_old,2026-02-12 06:33:57+00:00,1770878037
freedom.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),changed_new,2026-02-12 06:33:57+00:00,1770878037
fec.gov,Federal - Executive,Federal Election Commission,Federal Election Commission,Washington,DC,FECSec@fec.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
fec.gov,Federal - Executive,Federal Election Commission,,Washington,DC,FECSec@fec.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
ferc.gov,Federal - Executive,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,Washington,DC,soc@ferc.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
ferc.gov,Federal - Executive,Federal Energy Regulatory Commission,,Washington,DC,soc@ferc.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
flra.gov,Federal - Executive,Federal Labor Relations Authority,Federal Labor Relations Authority,Washington,DC,itsec@flra.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
flra.gov,Federal - Executive,Federal Labor Relations Authority,,Washington,DC,itsec@flra.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
fmc.gov,Federal - Executive,Federal Maritime Commission,Federal Maritime Commission,Washington,DC,oit-maritime@fmc.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
fmc.gov,Federal - Executive,Federal Maritime Commission,,Washington,DC,oit-maritime@fmc.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
fmshrc.gov,Federal - Executive,Federal Mine Safety and Health Review Commission,Federal Mine Safety & Health Review Commission,Washington,DC,ITSecurity@fmshrc.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
fmshrc.gov,Federal - Executive,Federal Mine Safety and Health Review Commission,,Washington,DC,ITSecurity@fmshrc.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
restorethegulf.gov,Federal - Executive,Gulf Coast Ecosystem Restoration Council,National Oceanic and Atmospheric Administration (NOAA),Silver Spring,MD,security@noaa.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
restorethegulf.gov,Federal - Executive,Gulf Coast Ecosystem Restoration Council,,Silver Spring,MD,security@noaa.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
truman.gov,Federal - Executive,Harry S. Truman Scholarship Foundation,Harry S. Truman Scholarship Foundation,Washington,DC,(blank),changed_old,2026-02-12 06:33:57+00:00,1770878037
truman.gov,Federal - Executive,Harry S. Truman Scholarship Foundation,,Washington,DC,(blank),changed_new,2026-02-12 06:33:57+00:00,1770878037
iaf.gov,Federal - Executive,Inter-American Foundation,Inter-American Foundation,Washington,DC,iafhelpdesk@iaf.gov,changed_old,2026-02-12 06:33:57+00:00,1770878037
iaf.gov,Federal - Executive,Inter-American Foundation,,Washington,DC,iafhelpdesk@iaf.gov,changed_new,2026-02-12 06:33:57+00:00,1770878037
jamesmadison.gov,Federal - Executive,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Foundation,Alexandria,VA,kevin.hite@smeinc.net,changed_old,2026-02-12 06:33:57+00:00,1770878037
jamesmadison.gov,Federal - Executive,James Madison Memorial Fellowship Foundation,,Alexandria,VA,kevin.hite@smeinc.net,changed_new,2026-02-12 06:33:57+00:00,1770878037
