Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
disasterhousing.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
disasterhousing.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,vdp@hud.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
fha.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
fha.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,vdp@hud.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
hud.gov,Federal - Executive,Department of Housing and Urban Development,Web Master  Pulic Affair,Washington,DC,vdp@hud.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
hud.gov,Federal - Executive,Department of Housing and Urban Development,Web Master Public Affairs,Washington,DC,vdp@hud.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
hudhomestore.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,(blank),changed_old,2026-02-05 06:29:27+00:00,1770272967
hudhomestore.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,(blank),changed_new,2026-02-05 06:29:27+00:00,1770272967
hudoig.gov,Federal - Executive,Department of Housing and Urban Development,Office of Inspector General,Washington,DC,soc@hudoig.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
hudoig.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,soc@hudoig.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
nationalhousing.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
nationalhousing.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,vdp@hud.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
nationalhousinglocator.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
nationalhousinglocator.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,vdp@hud.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
nhl.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
nhl.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,vdp@hud.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
nls.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
nls.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,vdp@hud.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
opportunityzones.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov,changed_old,2026-02-05 06:29:27+00:00,1770272967
opportunityzones.gov,Federal - Executive,Department of Housing and Urban Development,,Washington,DC,vdp@hud.gov,changed_new,2026-02-05 06:29:27+00:00,1770272967
