Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
congressionaldirectory.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
congressionaldirectory.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
congressionalrecord.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
congressionalrecord.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
ecfr.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
ecfr.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
fdlp.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,ssl@gpo.gov,changed_old,2024-03-17 06:08:20+00:00,1710655700
fdlp.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
fdsys.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
fdsys.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
federalregister.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
federalregister.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
fedreg.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
fedreg.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
govinfo.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
govinfo.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
gpodev.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,noc@gpo.gov,changed_old,2024-03-17 06:08:20+00:00,1710655700
gpodev.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
housecalendar.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
housecalendar.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
ofr.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
ofr.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
presidentialdocuments.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
presidentialdocuments.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
senatecalendar.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
senatecalendar.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
uscode.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
uscode.gov,Federal - Legislative,Government Publishing Office,Government Publishing Office,Washington,DC,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
usgovernmentmanual.gov,Federal - Legislative,Government Publishing Office,Office of Federal Register (NF),College Park,MD,(blank),changed_old,2024-03-17 06:08:20+00:00,1710655700
usgovernmentmanual.gov,Federal - Legislative,Government Publishing Office,Office of Federal Register (NF),College Park,MD,gpossl@gpo.gov,changed_new,2024-03-17 06:08:20+00:00,1710655700
