Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
coldcaserecords.gov,Federal - Executive,Civil Rights Cold Case Records Review Board,Civil Rights Cold Case Records Review Board,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-16 06:14:20+00:00,1768544060
coldcaserecords.gov,Federal - Executive,Civil Rights Cold Case Records Review Board,,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-16 06:14:20+00:00,1768544060
fpisc.gov,Federal - Executive,Federal Permitting Improvement Steering Council,Federal Permitting Improvement Steering Council,,,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-16 06:14:20+00:00,1768544060
fpisc.gov,Federal - Executive,Federal Permitting Improvement Steering Council,,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-16 06:14:20+00:00,1768544060
permitting.gov,Federal - Executive,Federal Permitting Improvement Steering Council,Federal Permitting Improvement Steering Council,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_old,2026-01-16 06:14:20+00:00,1768544060
permitting.gov,Federal - Executive,Federal Permitting Improvement Steering Council,,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,2026-01-16 06:14:20+00:00,1768544060
nbrc.gov,Federal - Executive,Northern Border Regional Commission,Northern Border Regional Commission,Concord,NH,jorourke@nbrc.gov,changed_old,2026-01-16 06:14:20+00:00,1768544060
nbrc.gov,Federal - Executive,Northern Border Regional Commission,,Concord,NH,jorourke@nbrc.gov,changed_new,2026-01-16 06:14:20+00:00,1768544060
oshrc.gov,Federal - Executive,Occupational Safety and Health Review Commission,Occupational Safety & Health Review Commission,Washington,DC,support@oshrc.gov,changed_old,2026-01-16 06:14:20+00:00,1768544060
oshrc.gov,Federal - Executive,Occupational Safety and Health Review Commission,,Washington,DC,support@oshrc.gov,changed_new,2026-01-16 06:14:20+00:00,1768544060
