Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
budget.gov,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,melanie.l.wardrick@oa.eop.gov,changed_old,2024-02-06 06:10:23+00:00,1707199823
budget.gov,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
build.gov,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
build.gov,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
cleanenergy.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
cleanenergy.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
crisisnextdoor.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
crisisnextdoor.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
eop.gov,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,melanie.l.wardrick@oa.eop.gov,changed_old,2024-02-06 06:10:23+00:00,1707199823
eop.gov,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
nepa.gov,Federal - Executive,Executive Office of the President,Council on Environmental Quality,Washington,DC,melanie.l.wardrick@oa.eop.gov,changed_old,2024-02-06 06:10:23+00:00,1707199823
nepa.gov,Federal - Executive,Executive Office of the President,Council on Environmental Quality,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
pslf.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
pslf.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
publicserviceloanforgiveness.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
publicserviceloanforgiveness.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
reproaccess.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DE,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
reproaccess.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DE,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
reproductiveaccess.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
reproductiveaccess.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
reproductiverights.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
reproductiverights.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
unitedwestand.gov,Federal - Executive,Executive Office of the President,Domestic Policy Council,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
unitedwestand.gov,Federal - Executive,Executive Office of the President,Domestic Policy Council,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
whitehousedrugpolicy.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
whitehousedrugpolicy.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-02-06 06:10:23+00:00,1707199823
sji.gov,Federal - Executive,State Justice Institute,State Justice Institute,Reston,VA,(blank),changed_old,2024-02-06 06:10:23+00:00,1707199823
sji.gov,Federal - Executive,State Justice Institute,State Justice Institute,Fairfax,VA,(blank),changed_new,2024-02-06 06:10:23+00:00,1707199823
