Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email,modification,commit_datetime,commit_date
HEALTHYCOMPETITION.GOV,Federal - Executive,Department of Justice,Antitrust Division,Washington,DC,Responsible_Disclosure@usdoj.gov,added,2024-01-30 10:32:11-05:00,1706628731
LOWERDRUGCOSTS.GOV,Federal - Executive,Department of Health and Human Services,Office of Assistant Secretary of Public Affairs,Washington,DC,(blank),added,2024-01-30 10:32:11-05:00,1706628731
NLEAD.GOV,Federal - Executive,Department of Justice,Department of Justice,Washington,DC,Responsible_Disclosure@usdoj.gov,added,2024-01-30 10:32:11-05:00,1706628731
IGORVILLE.GOV,Federal - Executive,Non-Federal Agency,igorville,austin,TX,gaby@truss.works,deleted,2024-01-30 10:32:11-05:00,1706628731
IPAC.GOV,Federal - Executive,Department of the Treasury,U.S. Department of the Treasury - Federal Reserve System,Boston,MA,domainsecurity@treasury.gov,deleted,2024-01-30 10:32:11-05:00,1706628731
AMERICANCLIMATECORPS.GOV,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,unsafe@cns.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
AMERICANCLIMATECORPS.GOV,Federal - Executive,Corporation for National & Community Service,AmeriCorps,WASHINGTON,DC,unsafe@cns.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
USPTO.GOV,Federal - Executive,Department of Commerce,USPTO,Washington,DC,C32@uspto.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
USPTO.GOV,Federal - Executive,Department of Commerce,USPTO,Alexandria,VA,C32@uspto.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
CAP.GOV,Federal - Executive,Department of Defense,"Civil Air Patrol, USAF AUX.",Maxwell AFB,AL,capadmin@capnhq.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
CAP.GOV,Federal - Executive,Department of Defense,Civil Air Patrol HQ,Maxwell AFB,AL,capadmin@capnhq.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
CAPNHQ.GOV,Federal - Executive,Department of Defense,Civil Air Patrol,Maxwell AFB,AL,capadmin@capnhq.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
CAPNHQ.GOV,Federal - Executive,Department of Defense,Civil Air Patrol HQ,Maxwell AFB,AL,capadmin@capnhq.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
CTTSO.GOV,Federal - Executive,Department of Defense,Combating Terrorism Technical Support Office,Arlington,VA,(blank),changed_old,2024-01-30 10:32:11-05:00,1706628731
CTTSO.GOV,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,webmanager@iwtsd.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
IWTSD.GOV,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,(blank),changed_old,2024-01-30 10:32:11-05:00,1706628731
IWTSD.GOV,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,webmanager@iwtsd.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
MYPAY.GOV,Federal - Executive,Department of Defense,Defense Finance and Accounting Service,Pensacola,FL,(blank),changed_old,2024-01-30 10:32:11-05:00,1706628731
MYPAY.GOV,Federal - Executive,Department of Defense,Defense Finance and Accounting Service,Indianapolis,IN,(blank),changed_new,2024-01-30 10:32:11-05:00,1706628731
TSWG.GOV,Federal - Executive,Department of Defense,Technical Support Working Group,Arlington,VA,cttsosecurity@cttso.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
TSWG.GOV,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,webmanager@iwtsd.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
DOTGOV.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cisa.dhs.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
DOTGOV.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
GET.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cisa.dhs.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
GET.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
NIC.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cisa.dhs.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
NIC.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
NS.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cloudflare.com,changed_old,2024-01-30 10:32:11-05:00,1706628731
NS.GOV,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,(blank),changed_new,2024-01-30 10:32:11-05:00,1706628731
US-CERT.GOV,Federal - Executive,Department of Homeland Security,US-CERT,Washington,DC,moe-cirt@us-cert.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
US-CERT.GOV,Federal - Executive,Department of Homeland Security,US-CERT,Washington,DC,cisa.csd.me_smir_cirt@mail.cisa.dhs.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
USASEANCONNECT.GOV,Federal - Executive,Department of State,U.S. - ASEAN Connect,Jakarta,Jakarta,VDPSubmission@state.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
USASEANCONNECT.GOV,Federal - Executive,Department of State,U.S. - ASEAN Connect,Jakarta,Ja,VDPSubmission@state.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
DNI.GOV,Federal - Executive,Director of National Intelligence,"Office of Directorate of National Intelligence, Business Transformation Office",McLean,VA,(blank),changed_old,2024-01-30 10:32:11-05:00,1706628731
DNI.GOV,Federal - Executive,Director of National Intelligence,Office of Directorate of National Intelligence,McLean,VA,(blank),changed_new,2024-01-30 10:32:11-05:00,1706628731
NCTC.GOV,Federal - Executive,Director of National Intelligence,National Counterterrorism Center,Washington,DC,paulds3@nctc.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
NCTC.GOV,Federal - Executive,Director of National Intelligence,National Counterterrorism Center,Washington,DC,justin.l.smith@odni.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
AI.GOV,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,crystal_l._partin@oa.eop.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
AI.GOV,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
EARMARKS.GOV,Federal - Executive,Executive Office of the President,OMB,Washington,DC,(blank),changed_old,2024-01-30 10:32:11-05:00,1706628731
EARMARKS.GOV,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
MAX.GOV,Federal - Executive,Executive Office of the President,"Office of Management and Budget, Budget Review Division",Washington,DC,(blank),changed_old,2024-01-30 10:32:11-05:00,1706628731
MAX.GOV,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
OMB.GOV,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,security@omb.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
OMB.GOV,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
FPISC.GOV,Federal - Executive,Federal Permitting Improvement Steering Council,Federal Permitting Improvement Steering Council,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
FPISC.GOV,Federal - Executive,Federal Permitting Improvement Steering Council,Federal Permitting Improvement Steering Council,,,gsa-vulnerability-reports@gsa.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
EXPLORETSP.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,Washington,DC,VulnerabilityDisclosure@frtib.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
EXPLORETSP.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
FRTIB.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,Washington,DC,VulnerabilityDisclosure@frtib.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
FRTIB.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
FRTIBTEST.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,Washigton,DC,VulnerabilityDisclosure@frtib.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
FRTIBTEST.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
TSP.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,Washington,DC,VulnerabilityDisclosure@frtib.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
TSP.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
TSPTEST.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,Washington,DC,VulnerabilityDisclosure@frtib.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
TSPTEST.GOV,Federal - Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,,,VulnerabilityDisclosure@frtib.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
DOMAINOPS.GOV,Federal - Executive,gov Administration,.gov Administration,Arlington,VA,dotgov@cisa.dhs.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
DOMAINOPS.GOV,Federal - Executive,gov Administration,.gov Administration,Arlington,VA,(blank),changed_new,2024-01-30 10:32:11-05:00,1706628731
911COMMISSION.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
911COMMISSION.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
9-11COMMISSION.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
9-11COMMISSION.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
ARCHIVES.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
ARCHIVES.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
BUSH41LIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
BUSH41LIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
CLINTONLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,William Clinton Presidential Library,Little Rock,AR,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
CLINTONLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,William Clinton Presidential Library,Little Rock,AR,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
DD214.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
DD214.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
EISENHOWERLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
EISENHOWERLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
EMERGENCY-FEDERAL-REGISTER.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
EMERGENCY-FEDERAL-REGISTER.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
FCIC.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
FCIC.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
FORDLIBRARYMUSEUM.GOV,Federal - Executive,National Archives and Records Administration,Gerald R. Ford Library and Museum,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
FORDLIBRARYMUSEUM.GOV,Federal - Executive,National Archives and Records Administration,Gerald R. Ford Library and Museum,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
FRC.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
FRC.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
GEORGEWBUSHLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
GEORGEWBUSHLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
HISTORY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
HISTORY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
JFKLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
JFKLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
JIMMYCARTERLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,Jimmy Carter Library & Museum,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
JIMMYCARTERLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,Jimmy Carter Library & Museum,College Park,MD,security-vdp@nara.gov,changed_new,2024-01-30 10:32:11-05:00,1706628731
LBJLIBRARY.GOV,Federal - Executive,National Archives and Records Administration,National Archives and Records Administration,College Park,MD,security-vpd@nara.gov,changed_old,2024-01-30 10:32:11-05:00,1706628731
