Domain Name,Domain Type,Organization Name,Suborganization Name,City,State,Security Contact Email,modification,commit_datetime,commit_date
aicenter.gov,Federal - Executive,Department of Commerce,International Trade Administration,Washington,DC,OpSec@trade.gov,added,2026-02-26 06:35:00+00:00,1772087700
earlycareers.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),added,2026-02-26 06:35:00+00:00,1772087700
csb.gov,Federal - Executive,U.S. Chemical Safety Board,U.S. Chemical Safety and Hazard Investigation Board,Washington,DC,steven.hamrick@csb.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
csb.gov,Federal - Executive,Chemical Safety and Hazard Investigation Board,,Washington,DC,steven.hamrick@csb.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
safetyvideos.gov,Federal - Executive,U.S. Chemical Safety Board,U.S. Chemical Safety and Hazard Investigation Board,Washington,DC,steven.hamrick@csb.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
safetyvideos.gov,Federal - Executive,Chemical Safety and Hazard Investigation Board,,Washington,DC,steven.hamrick@csb.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
22007apply.gov,Federal - Executive,U.S. Department of Agriculture,,Washington,DC,james.flickinger@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
22007apply.gov,Federal - Executive,Department of Agriculture,,Washington,DC,james.flickinger@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
aff.gov,Federal - Executive,U.S. Department of Agriculture,,Washington,DC,cyber.incident@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
aff.gov,Federal - Executive,Department of Agriculture,,Washington,DC,cyber.incident@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
ag.gov,Federal - Executive,U.S. Department of Agriculture,,Washington,DC,cyber.incidents@asoc.usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
ag.gov,Federal - Executive,Department of Agriculture,,Washington,DC,cyber.incidents@asoc.usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
ars-grin.gov,Federal - Executive,U.S. Department of Agriculture,Agricultural Research Service,Beltsville,MD,cyber.incidents@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
ars-grin.gov,Federal - Executive,Department of Agriculture,Agricultural Research Service,Beltsville,MD,cyber.incidents@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
arsusda.gov,Federal - Executive,U.S. Department of Agriculture,Agricultural Research Service,Beltsville,MD,cyber.incidents@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
arsusda.gov,Federal - Executive,Department of Agriculture,Agricultural Research Service,Beltsville,MD,cyber.incidents@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
biopreferred.gov,Federal - Executive,U.S. Department of Agriculture,Rural Development,Washington,DC,cyber.incidents@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
biopreferred.gov,Federal - Executive,Department of Agriculture,Rural Development,Washington,DC,cyber.incidents@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
bosque.gov,Federal - Executive,U.S. Department of Agriculture,Forest Service,Washington,DC,cyber.incident@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
bosque.gov,Federal - Executive,Department of Agriculture,Forest Service,Washington,DC,cyber.incident@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
choosemyplate.gov,Federal - Executive,U.S. Department of Agriculture,Food and Nutrition Service,Alexandria,VA,joseph.binns@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
choosemyplate.gov,Federal - Executive,Department of Agriculture,Food and Nutrition Service,Alexandria,VA,joseph.binns@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
connect.gov,Federal - Executive,U.S. Department of Agriculture,Office of the Chief Information Officer,Kansas City,MO,cyber.incidents@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
connect.gov,Federal - Executive,Department of Agriculture,Office of Chief Information Officer,Kansas City,MO,cyber.incidents@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
dietaryguidelines.gov,Federal - Executive,U.S. Department of Agriculture,Food and Nutrition Service,Alexandria,VA,joseph.binns@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
dietaryguidelines.gov,Federal - Executive,Department of Agriculture,Food and Nutrition Service,Alexandria,VA,joseph.binns@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
empowhr.gov,Federal - Executive,U.S. Department of Agriculture,Office of the Chief Financial Officer,New Orleans,LA,Gerald.smith2@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
empowhr.gov,Federal - Executive,Department of Agriculture,Office of Chief Financial Officer,New Orleans,LA,Gerald.smith2@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
execsec.gov,Federal - Executive,U.S. Department of Agriculture,,Washington,DC,robert.simpsonjr@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
execsec.gov,Federal - Executive,Department of Agriculture,,Washington,DC,robert.simpsonjr@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
farmerfairness.gov,Federal - Executive,U.S. Department of Agriculture,Agricultural Marketing Service,Washington,DC,cyber.incidents@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
farmerfairness.gov,Federal - Executive,Department of Agriculture,Agricultural Marketing Service,Washington,DC,cyber.incidents@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
farmers.gov,Federal - Executive,U.S. Department of Agriculture,Office of Communications,Washington,DC,cyber.incidents@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
farmers.gov,Federal - Executive,Department of Agriculture,Office of Communications,Washington,DC,cyber.incidents@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
fedsfeedfamilies.gov,Federal - Executive,U.S. Department of Agriculture,Office of Communications,Washington,DC,Sullie.Coleman@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
fedsfeedfamilies.gov,Federal - Executive,Department of Agriculture,Office of Communications,Washington,DC,Sullie.Coleman@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
forestsandrangelands.gov,Federal - Executive,U.S. Department of Agriculture,Forest Service,Washington,DC,cyber.incident@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
forestsandrangelands.gov,Federal - Executive,Department of Agriculture,Forest Service,Washington,DC,cyber.incident@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
invasivespeciesinfo.gov,Federal - Executive,U.S. Department of Agriculture,Agricultural Research Service,Beltsville,MD,cyber.incidents@usda.gov,changed_old,2026-02-26 06:35:00+00:00,1772087700
invasivespeciesinfo.gov,Federal - Executive,Department of Agriculture,Agricultural Research Service,Beltsville,MD,cyber.incidents@usda.gov,changed_new,2026-02-26 06:35:00+00:00,1772087700
